SampleID,Name,Time,Date,Latitude (decimal degrees),Longitude (decimal degrees),Salinity (psu),temperature(C),Pressure (dbars),Total P (micromol/kgSW),Total Si (micromol/kgSW),TA (micromol/kgSW),TCO2 (micromol/kgSW),pH,fCO2 (microatm),pCO2 (microatm),HCO3 (micromol/kgSW),CO3 (micromol/kgSW),CO2 (micromol/kgSW),B Alk (micromol/kgSW),OH (micromol/kgSW),P Alk (micromol/kgSW),Si Alk (micromol/kgSW),Revelle,O Ca,O Ar ,xCO2  (dry at 1 atm) (ppm),t(C) adjusted,P (dbars) adjusted,pH adjusted,fCO2 adjusted (microatm),pCO2 adjusted(microatm),HCO3 adjusted(micromol/kgSW),CO3 adjusted (micromol/kgSW),CO2 adjusted(micromol/kgSW),B Alk adjusted(micromol/kgSW),OH adjusted (micromol/kgSW),P Alk adjusted(micromol/kgSW),Si Alk adjusted (micromol/kgSW),Revelle adjusted,O Ca adjusted,O Ar adjusted,xCO2 out (dry at 1 atm) (ppm),pCO2_air (microatm),Windspeed,CO2 Flux (mmol/m2/d),CO2 Flux adjusted (mmol/m2/d),Whose K1/K2,Whose KHSO4,Which pH Scale,Whose Boron,Whose Air-sea Flux,Windspeed Units,Comment
 412,"MARINA","","8-Aug-13",,,22.800,19.300,10.133,0.000,0.000,1682.937,1669.829,7.685,1151.470,1155.423,1592.474,36.694,40.661,16.107,0.988,0.000,0.000,18.761,0.951,0.591,1181.178,19.300,10.133,7.685,1151.470,1155.423,1592.474,36.694,40.661,16.107,0.988,0.000,0.000,18.761,0.951,0.591,1181.178,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 413,"MARINA","","15-Aug-13",,,22.800,18.000,10.133,0.000,0.000,1783.796,1659.444,8.135,391.966,393.334,1548.765,96.310,14.370,39.936,2.484,0.000,0.000,13.755,2.487,1.542,401.402,18.000,10.133,8.135,391.966,393.334,1548.765,96.310,14.370,39.936,2.484,0.000,0.000,13.755,2.487,1.542,401.402,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 414,"MARINA","","23-Aug-13",,,24.500,16.050,10.133,0.000,0.000,1826.948,1717.494,8.080,447.538,449.138,1613.638,86.636,17.221,38.130,1.918,0.000,0.000,14.650,2.203,1.372,457.253,16.050,10.133,8.080,447.538,449.138,1613.638,86.636,17.221,38.130,1.918,0.000,0.000,14.650,2.203,1.372,457.253,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 415,"MARINA","","30-Aug-13",,,23.650,16.500,10.133,0.000,0.000,1705.129,1705.350,7.645,1242.614,1247.032,1626.123,31.831,47.396,14.648,0.718,0.000,0.000,18.855,0.815,0.506,1270.241,16.500,10.133,7.645,1242.614,1247.032,1626.123,31.831,47.396,14.648,0.718,0.000,0.000,18.855,0.815,0.506,1270.241,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 416,"MARINA","","5-Sep-13",,,23.350,16.900,10.133,0.000,0.000,1762.676,1638.023,8.145,371.961,373.277,1528.824,95.156,14.043,41.210,2.337,0.000,0.000,13.643,2.442,1.515,380.408,16.900,10.133,8.145,371.961,373.277,1528.824,95.156,14.043,41.210,2.337,0.000,0.000,13.643,2.442,1.515,380.408,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 417,"MARINA","","12-Sep-13",,,24.400,17.650,10.133,0.000,0.000,1745.626,1800.165,7.400,2291.914,2299.946,1695.996,20.024,84.145,9.161,0.462,0.000,0.000,16.039,0.511,0.319,2346.033,17.650,10.133,7.400,2291.914,2299.946,1695.996,20.024,84.145,9.161,0.462,0.000,0.000,16.039,0.511,0.319,2346.033,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 418,"MARINA","","19-Sep-13",,,25.000,14.200,10.133,0.000,0.000,1809.054,1777.170,7.800,875.090,878.294,1696.165,45.474,35.532,21.097,0.860,0.000,0.000,18.707,1.149,0.714,892.349,14.200,10.133,7.800,875.090,878.294,1696.165,45.474,35.532,21.097,0.860,0.000,0.000,18.707,1.149,0.714,892.349,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 419,"MARINA","","26-Sep-13",,,22.300,14.550,10.133,0.000,0.000,1643.790,1598.245,7.900,641.438,643.776,1523.700,48.388,26.157,22.282,1.045,0.000,0.000,18.156,1.243,0.763,654.333,14.550,10.133,7.900,641.438,643.776,1523.700,48.388,26.157,22.282,1.045,0.000,0.000,18.156,1.243,0.763,654.333,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 420,"MARINA","","3-Oct-13",,,13.000,11.300,10.133,0.000,0.000,991.256,1017.821,7.600,876.312,879.642,966.106,9.924,41.791,5.035,0.292,0.000,0.000,18.064,0.268,0.154,891.326,11.300,10.133,7.600,876.312,879.642,966.106,9.924,41.791,5.035,0.292,0.000,0.000,18.064,0.268,0.154,891.326,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 421,"MARINA","","11-Oct-13",,,0.000,0.000,10.133,0.000,0.000,1295.970,1517.290,7.475,2861.496,2874.124,1294.635,0.671,221.984,0.000,0.025,0.000,0.000,6.808,0.000,0.000,2891.546,0.000,10.133,7.475,2861.496,2874.124,1294.635,0.671,221.984,0.000,0.025,0.000,0.000,6.808,0.000,0.000,2891.546,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 423,"MARINA","","26-Oct-13",,,0.000,0.000,10.133,0.000,0.000,1605.839,1714.325,7.870,1425.665,1431.957,1601.665,2.063,110.597,0.000,0.063,0.000,0.000,15.199,0.000,0.000,1440.637,0.000,10.133,7.870,1425.665,1431.957,1601.665,2.063,110.597,0.000,0.063,0.000,0.000,15.199,0.000,0.000,1440.637,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
